Edition,Name,Locality,Listing_Type
2019,Egoísta,Povoa De Varzim,full guide listing
2019,Eira dos Sabores,Vouzela,full guide listing
2019,Elemento,Porto,full guide listing
2019,Eleven,Lisboa,full guide listing
2019,Encosta da Muralha,Castelo Branco,full guide listing
2019,Enoteca 17.56,Vila Nova De Gaia,full guide listing
2019,Enoteca Cartuxa,Evora,full guide listing
2019,Entre Portas,Pinhel,full guide listing
2019,Espalha Brasas,Borba,full guide listing
2019,Espaço Casa Amarela,Mertola,full guide listing
2019,Esplanada Furnas,Mafra,full guide listing
2019,Esplanada Marisqueira A Antiga,Matosinhos,full guide listing
2019,Esquina do Avesso,Matosinhos,full guide listing
2019,Estaminé,Faro,full guide listing
2019,Estoril Mandarim,Cascais,full guide listing
2019,Estrela do Mar,Marinha Grande,full guide listing
2019,Euskalduna Studio,Porto,full guide listing
2019,Fajã dos Padres,Camara De Lobos,full guide listing
2019,Faro e Benfica,Faro,full guide listing
2019,Fava Tonka,Matosinhos,full guide listing
2019,FeelViana Restaurante,Viana Do Castelo,full guide listing
2019,Feitoria,Lisboa,full guide listing
2019,Ferradosa - Cais da Estação,Sao Joao Da Pesqueira,full guide listing
2019,Ferrugem,Vila Nova De Famalicao,full guide listing
2019,Fialho,Evora,full guide listing
2019,Fifty Seconds,Lisboa,full guide listing
2019,Fio D'Azeite,Aljustrel,full guide listing
2019,Flavors,Palmela,full guide listing
2019,Flor de Sal,Mirandela,full guide listing
2019,Flor de Sal,Entroncamento,full guide listing
2019,Flor do Ave,Trofa,full guide listing
2019,Florêncio,Guimaraes,full guide listing
2019,Foral de Melgaço,Melgaco,full guide listing
2019,Forno da Mimi & Rodízio Real,Viseu,full guide listing
2019,Fornos de Lava,Velas,full guide listing
2019,Fortaleza do Guincho,Cascais,full guide listing
2019,Frida - Cocina Mestiza,Porto,full guide listing
2019,Furnas do Guincho,Cascais,full guide listing
2019,G Pousada Restaurante,Braganca,full guide listing
2019,Gadanha Mercearia e Restaurante,Estremoz,full guide listing
2019,Galeria,Almada,full guide listing
2019,Galeria do Largo,Porto,full guide listing
2019,Gambrinus,Lisboa,full guide listing
2019,Genuíno,Horta,full guide listing
2019,Geographia,Lisboa,full guide listing
2019,Gigi's,Loule,full guide listing
2019,Gilão,Tavira,full guide listing
2019,Gomes - Casa de Vinhos e Petiscos,Alcacer Do Sal,full guide listing
2019,Grand Salon,Vila Real De Santo Antonio,full guide listing
2019,Green Valley Restaurant,Camara De Lobos,full guide listing
2019,Gusto by Heinz Beck,Loule,full guide listing
2019,Helana,Idanha A Nova,full guide listing
2019,Henrique Leis,Loule,full guide listing
2019,Herdade do Sobroso,Vidigueira,full guide listing
2019,Hermínia,Fundao,full guide listing
2019,Hool,Guimaraes,full guide listing
2019,Ichiban,Porto,full guide listing
2019,Il Gallo D'Oro,Funchal,full guide listing
2019,In Diferente,Porto,full guide listing
2019,Incomum by Luis Santos,Sintra,full guide listing
2019,JNcQUOI Avenida,Lisboa,full guide listing
2019,Jorge do Peixe,Loule,full guide listing
2019,Kampo by Chef Júlio Pereira,Funchal,full guide listing
2019,Kanazawa,Lisboa,full guide listing
2019,L'AND Vineyards Restaurante,Montemor O Novo,full guide listing
2019,LAB by Sergi Arola,Sintra,full guide listing
2019,LOCO,Lisboa,full guide listing
2019,La Cigale,Albufeira,full guide listing
2019,Largo do Paço,Amarante,full guide listing
2019,Le Babachris,Guimaraes,full guide listing
2019,Le Monument,Porto,full guide listing
2019,Luar da Foia,Monchique,full guide listing
2019,Lá ao Fundo,Funchal,full guide listing
2019,Lá em Casa,Gouveia,full guide listing
2019,MUU Steakhouse,Porto,full guide listing
2019,Madre de Água,Gouveia,full guide listing
2019,Magma,Sao Roque Do Pico,full guide listing
2019,Magnuns & Co.,Mealhada,full guide listing
2019,Malhadinha Nova,Beja,full guide listing
2019,Manuel Azinheirinha,Montemor O Novo,full guide listing
2019,Manuel Júlio,Mealhada,full guide listing
2019,Mar d'Estórias,Lagos,full guide listing
2019,Mar do Inferno,Cascais,full guide listing
2019,Maria Rita,Mirandela,full guide listing
2019,Marinheiro,Povoa De Varzim,full guide listing
2019,Marisco na Praça,Cascais,full guide listing
2019,Mariserra,Ponta Delgada,full guide listing
2019,Marisqueira Costa Alentejana,Odemira,full guide listing
2019,Marisqueira Mirandum,Peniche,full guide listing
2019,Marisqueira O Barqueiro,Funchal,full guide listing
2019,Marisqueira Os Fialhos,Tavira,full guide listing
2019,Marisqueira Rui,Silves,full guide listing
2019,Marquês de Marialva,Cantanhede,full guide listing
2019,Maré Alta - Peixe & Mariscos,Machico,full guide listing
2019,Marégrafo,Figueira Da Foz,full guide listing
2019,Mercado à Mesa,Santiago Do Cacem,full guide listing
2019,Mesa Real,Mealhada,full guide listing
2019,Mesa com Tradição,Vila Nova De Gaia,full guide listing
2019,Mesa de Lemos,Viseu,full guide listing
2019,Mesón Andaluz,Lisboa,full guide listing
2019,Mezanino - Finger Food & Bar,Guimaraes,full guide listing
2019,Mezze Portugal by Pão a Pão,Lisboa,full guide listing
2019,Midori,Sintra,full guide listing
2019,Mistu,Porto,full guide listing
2019,Mito,Porto,full guide listing
2019,Mizu Teppanyaki,Lagoa Algarve,full guide listing
2019,Moinho Alentejano,Almada,full guide listing
2019,Molhó Bico,Serpa,full guide listing
2019,Monverde,Amarante,full guide listing
2019,Mosteiro do Leitão,Batalha,full guide listing
2019,Mugasa,Anadia,full guide listing
2019,Mundet Factory,Seixal,full guide listing
2019,Mundo,Porto,full guide listing
2019,Muralha da Sé,Viseu,full guide listing
2019,Museu da Chanfana,Miranda Do Corvo,full guide listing
2019,Mwana Pwo,Lisboa,full guide listing
2019,Mário Luso,Vila Nova De Gaia,full guide listing
2019,Narcissus Fernandesii,Vila Vicosa,full guide listing
2019,Notes Bar & Kitchen,Coimbra,full guide listing
2019,Noélia,Tavira,full guide listing
2019,O Abel,Braganca,full guide listing
2019,O Adro,Serpa,full guide listing
2019,O Alambique de Ouro,Fundao,full guide listing
2019,O Alentejano,Serpa,full guide listing
2019,O Alpendre,Arraiolos,full guide listing
2019,O Ancoradouro,Madalena,full guide listing
2019,O Arquinho do Castelo,Matosinhos,full guide listing
2019,O Açude,Coimbra,full guide listing
2019,O Bairro,Aveiro,full guide listing
2019,O Barracão,Vagos,full guide listing
2019,O Bigodes,Macao,full guide listing
2019,O Brouas,Paredes,full guide listing
2019,O Buke,Pampilhosa Da Serra,full guide listing
2019,O Buraco,Porto,full guide listing
2019,O Cantinho do Aziz,Lisboa,full guide listing
2019,O Cantinho do Tito,Viseu,full guide listing
2019,O Chana do Bernardino,Redondo,full guide listing
2019,O Chanquinhas,Matosinhos,full guide listing
2019,O Charneco,Lagoa Algarve,full guide listing
2019,O Convite,Ourem,full guide listing
2019,O Escaroupim,Salvaterra De Magos,full guide listing
2019,O Escondido de Chamosinhos,Valenca,full guide listing
2019,O Fuso,Arruda Dos Vinhos,full guide listing
2019,O Gafanhoto,Ilhavo,full guide listing
2019,O Gaveto,Matosinhos,full guide listing
2019,O Geadas,Braganca,full guide listing
2019,O Horta,Olhao,full guide listing
2019,O Josué,Odemira,full guide listing
2019,O Lagar,Torre De Moncorvo,full guide listing
2019,O Laranjeira,Viana Do Castelo,full guide listing
2019,O Magano,Lisboa,full guide listing
2019,O Manjar do Marquês,Pombal,full guide listing
2019,O Miguel,Setubal,full guide listing
2019,O Moinho,Ponte Da Barca,full guide listing
2019,O Moinho,Almodovar,full guide listing
2019,O Montanhês,Macedo De Cavaleiros,full guide listing
2019,O Mário,Fundao,full guide listing
2019,O Nobre,Lisboa,full guide listing
2019,O Orelhas,Oeiras,full guide listing
2019,O Padeiro,Ponte De Sor,full guide listing
2019,O Paparico,Porto,full guide listing
2019,O Paulo,Aljezur,full guide listing
2019,O Peixeiro,Espinho,full guide listing
2019,O Peleiro,Figueira Da Foz,full guide listing
2019,O Pelourinho,Arraiolos,full guide listing
2019,O Pão Saloio,Lourinha,full guide listing
2019,O Regional do Cabrito,Condeixa A Nova,full guide listing
2019,O Rápido,Porto,full guide listing
2019,O Sapo,Penafiel,full guide listing
2019,O Telheiro,Aveiro,full guide listing
2019,O Típico,Agueda,full guide listing
2019,O Túlio,Nisa,full guide listing
2019,O Valério,Mangualde,full guide listing
2019,O Victor,Povoa De Lanhoso,full guide listing
2019,O Victor,Montijo,full guide listing
2019,O Álvaro,Portalegre,full guide listing
2019,ODE Porto Wine House,Porto,full guide listing
2019,Ocean,Lagoa Algarve,full guide listing
2019,Oficina,Porto,full guide listing
2019,Olea,Oliveira Do Hospital,full guide listing
2019,Olivença,Ponte De Sor,full guide listing
2019,Origens,Evora,full guide listing
2019,Os Castelhanos,Santa Maria Da Feira,full guide listing
2019,Os Tibetanos,Lisboa,full guide listing
2019,Oxalá,Ovar,full guide listing
2019,"PVP: Pão, Vinho e Petiscos",Funchal,full guide listing
2019,Pabe,Lisboa,full guide listing
2019,Palma,Monforte,full guide listing
2019,Panorama,Abrantes,full guide listing
2019,Papa-Figos,Torres Novas,full guide listing
2019,Parlamento,Arouca,full guide listing
2019,Paço dos Cunhas de Santar,Nelas,full guide listing
2019,País das Uvas,Vidigueira,full guide listing
2019,Pecado,Fundao,full guide listing
2019,Pedra Furada,Barcelos,full guide listing
2019,Pedro Lemos,Porto,full guide listing
2019,Pequeno Mundo,Loule,full guide listing
2019,Petiscaria Preguiça,Vila Nova De Foz Coa,full guide listing
2019,Pizzeria Casa Vostra,Loule,full guide listing
2019,Pompílio,Elvas,full guide listing
2019,Ponta da Calheta,Porto Santo,full guide listing
2019,Ponte Velha,Serta,full guide listing
2019,Portarossa,Porto,full guide listing
2019,Porto Novo,Porto,full guide listing
2019,Porto das Barcas,Odemira,full guide listing
2019,Prado,Lisboa,full guide listing
2019,Praia no Parque,Lisboa,full guide listing
2019,Pulo do Lobo,Beja,full guide listing
2019,Puro 4050,Porto,full guide listing
2019,Puro Beach Vilamoura,Loule,full guide listing
2019,Puttanesca,Leiria,full guide listing
2019,Páteo Real,Alter Do Chao,full guide listing
2019,Páteo Velho,Alenquer,full guide listing
2019,Páteo das Flores,Porto,full guide listing
2019,Pérola da Serra,Palmela,full guide listing
2019,Pôr do Sol,Lajes Das Flores,full guide listing
2019,Q.B. - Food Court,Angra Do Heroismo,full guide listing
2019,Quinta de Cabriz,Carregal Do Sal,full guide listing
2019,Quinta do Caminho,Valenca,full guide listing
2019,Quinta do Encontro,Anadia,full guide listing
2019,Quinta do Furão,Santana,full guide listing
2019,Quinta do Portal,Sabrosa,full guide listing
2019,Quinta dos Sabores,Ribeira Grande,full guide listing
2019,RIB - Beef & Wine,Lisboa,full guide listing
2019,Rabelo,Alijo,full guide listing
2019,Real Indiana,Porto,full guide listing
2019,Recanto dos Carvalhos,Cinfaes,full guide listing
2019,Refeitro da Baixa,Coimbra,full guide listing
2019,Rei das Praias,Lagoa Algarve,full guide listing
2019,Reitoria,Porto,full guide listing
2019,Restaurante & Churrasqueira do Paço,Cabeceiras De Basto,full guide listing
2019,Restaurante Meira,Caminha,full guide listing
2019,Restaurante Piscina Azenhas do Mar,Sintra,full guide listing
2019,Restaurante Vale de Abraão,Lamego,full guide listing
2019,Restaurante da Adraga,Sintra,full guide listing
2019,Restaurante da Herdade do Esporão,Reguengos De Monsaraz,full guide listing
2019,Restaurante da Pousada Mosteiro de Amares,Amares,full guide listing
2019,Restaurante da Quinta do Quetzal,Vidigueira,full guide listing
2019,Retiro da Cabreira,Vieira Do Minho,full guide listing
2019,Rib Beef & Wine Porto,Porto,full guide listing
2019,Ribamar,Sesimbra,full guide listing
2019,Ribeirinha do Sado,Setubal,full guide listing
2019,Rio Beça,Boticas,full guide listing
2019,Robalo,Sabugal,full guide listing
2019,Romando Privé,Vila Do Conde,full guide listing
2019,Roots Restaurant & Bar,Oliveira Do Hospital,full guide listing
2019,SHIKO - Tasca Japonesa,Porto,full guide listing
2019,Sabores da Aldeia,Lousa,full guide listing
2019,Sabores da Quinta,Celorico De Basto,full guide listing
2019,Sabores da Ria,Olhao,full guide listing
2019,Sabores de Monsaraz,Reguengos De Monsaraz,full guide listing
2019,Sabores do Campo,Sao Bras De Alportel,full guide listing
2019,Saca-Rolhas Taberna,Ponta Delgada,full guide listing
2019,Sala de Corte,Lisboa,full guide listing
2019,Salarium - Sal & Sabores,Rio Maior,full guide listing
2019,Salpoente,Aveiro,full guide listing
2019,Salão Nobre - Vidago Palace Hotel,Chaves,full guide listing
2019,Santa Luzia,Viseu,full guide listing
2019,Santa Quitéria,Felgueiras,full guide listing
2019,Santo Amaro,Serta,full guide listing
2019,Seen Lisboa,Lisboa,full guide listing
2019,Segredo d'Alecrim,Fronteira,full guide listing
2019,Sem Porta,Grandola,full guide listing
2019,Senses,Lagos,full guide listing
2019,Sete Restaurante,Coimbra,full guide listing
2019,Simply Tapas & Vinho,Loule,full guide listing
2019,Soadro do Zêzere,Guarda,full guide listing
2019,Solar do Forcado,Portalegre,full guide listing
2019,Solar dos Amigos,Caldas Da Rainha,full guide listing
2019,Solar dos Pintor,Loures,full guide listing
2019,Solar dos Presuntos,Lisboa,full guide listing
2019,Soão - Taberna Asiática,Lisboa,full guide listing
2019,Sra. Peliteiro,Esposende,full guide listing
2019,Subenshi Aveiro,Aveiro,full guide listing
2019,Sueste,Lagoa Algarve,full guide listing
2019,Sul,Mafra,full guide listing
2019,Sushi Yama,Loule,full guide listing
2019,Sála de João Sá,Lisboa,full guide listing
2019,São Gião,Guimaraes,full guide listing
2019,São Valentim,Matosinhos,full guide listing
2019,Taberna - Bairro do Avillez,Lisboa,full guide listing
2019,Taberna A Laranjinha,Covilha,full guide listing
2019,Taberna Laura,Coimbra,full guide listing
2019,Taberna Marginal,Alcobaca,full guide listing
2019,Taberna Sal Grosso,Lisboa,full guide listing
2019,Taberna Tintos & Petiscos,Monforte,full guide listing
2019,Taberna Típica Quarta-Feira,Evora,full guide listing
2019,Taberna d'Adélia,Nazare,full guide listing
2019,Taberna d'Vila,Grandola,full guide listing
2019,Taberna da Maré,Portimao,full guide listing
2019,Taberna da Rua das Flores,Lisboa,full guide listing
2019,Taberna do Adro,Elvas,full guide listing
2019,Taberna do Alfaiate,Cartaxo,full guide listing
2019,Taberna do Arrufa,Cuba,full guide listing
2019,Taberna do Carró,Torre De Moncorvo,full guide listing
2019,Taberna do Ferrador,Pedrogao Grande,full guide listing
2019,Taberna do Liberato,Moura,full guide listing
2019,Taberna do Quinzena,Santarem,full guide listing
2019,Taberna dos Mercadores,Porto,full guide listing
2019,Tasca Maria Faia,Castelo Branco,full guide listing
2019,Tasca da Esquina,Lisboa,full guide listing
2019,Tasca da Lota,Lagos,full guide listing
2019,Tasca da Quinta,Peso Da Regua,full guide listing
2019,Tasca do Celso,Odemira,full guide listing
2019,Tasca do Joel,Peniche,full guide listing
2019,Tasca do Montinho,Avis,full guide listing
2019,Tasca do Petrol,Monchique,full guide listing
2019,Tasquinha Vieira,Ponta Delgada,full guide listing
2019,Tasquinha da D. Maria,Porto De Mos,full guide listing
2019,Tasquinha da Linda,Viana Do Castelo,full guide listing
2019,Tasquinha do Fumo,Baiao,full guide listing
2019,Tasquinha do Matias,Tarouca,full guide listing
2019,Tasquinha do Oliveira,Evora,full guide listing
2019,Tasquinha do Pescador,Praia Da Vitoria,full guide listing
2019,Taverna Vaca das Cordas,Ponte De Lima,full guide listing
2019,Taverna do 8 ó 80,Nazare,full guide listing
2019,Taxo,Cartaxo,full guide listing
2019,Terra,Porto,full guide listing
2019,Terra Chã,Rio Maior,full guide listing
2019,Terra Mãe,Santa Maria Da Feira,full guide listing
2019,Terraçu's Winery Restaurant,Sabrosa,full guide listing
2019,Tertúlia da Quinta,Almeirim,full guide listing
2019,Thai Vilamoura,Loule,full guide listing
2019,The Blini,Vila Nova De Gaia,full guide listing
2019,The Dining Room,Funchal,full guide listing
2019,The George Restaurante & Terrace,Vila Nova De Gaia,full guide listing
2019,The History Man,Obidos,full guide listing
2019,The Old House,Lisboa,full guide listing
2019,The Wine House Restaurante - Quinta da Pacheca,Lamego,full guide listing
2019,The Yeatman,Vila Nova De Gaia,full guide listing
2019,Ti Chôa,Angra Do Heroismo,full guide listing
2019,Tia Alice,Ourem,full guide listing
2019,Tia Orlanda,Porto,full guide listing
2019,Tico Tico,Loule,full guide listing
2019,Toca da Raposa,Sao Joao Da Pesqueira,full guide listing
2019,Tombalobos,Portalegre,full guide listing
2019,Tomo,Oeiras,full guide listing
2019,Torres,Vila Verde,full guide listing
2019,Toupeirinho,Matosinhos,full guide listing
2019,Traça,Porto,full guide listing
2019,Turismo Restaurante,Barcelos,full guide listing
2019,Tábua d'Aço,Tabuaco,full guide listing
2019,Uva Restaurante e Wine Bar,Funchal,full guide listing
2019,Vallecula,Guarda,full guide listing
2019,Varanda,Lisboa,full guide listing
2019,Varanda da Estrela,Covilha,full guide listing
2019,Varanda do Casal,Figueiro Dos Vinhos,full guide listing
2019,Veneza,Albufeira,full guide listing
2019,Via Graça,Lisboa,full guide listing
2019,Vidal,Agueda,full guide listing
2019,Vila Joya,Albufeira,full guide listing
2019,Villa Cipriani,Funchal,full guide listing
2019,"Vimieiro - Food, Drinks & Friends",Penacova,full guide listing
2019,Vindouro,Lamego,full guide listing
2019,Vinum Restaurant & Wine Bar,Vila Nova De Gaia,full guide listing
2019,Vista,Portimao,full guide listing
2019,Vistas Rui Silvestre,Vila Real De Santo Antonio,full guide listing
2019,Voltar ao Cais,Vila Franca De Xira,full guide listing
2019,Volver de Carne y Alma,Lisboa,full guide listing
2019,Várzea Horta & Bistrô,Aljezur,full guide listing
2019,William Restaurant,Funchal,full guide listing
2019,Willie's,Loule,full guide listing
2019,Wine Bar 3V’s,Porto Santo,full guide listing
2019,Wish Restaurante & Sushi,Porto,full guide listing
2019,Yakuza by Olivier,Lisboa,full guide listing
2019,À Terra Azor,Ponta Delgada,full guide listing
2019,Àbabuja,Portimao,full guide listing
2019,Ó Balcão,Santarem,full guide listing
2019,Õtaka,Ponta Delgada,full guide listing
2020,100 Maneiras,Lisboa,award winner
2020,A Cozinha do Manel,Porto,award winner
2020,A Cozinha por António Loureiro,Guimaraes,award winner
2020,AVISTA,Funchal,award winner
2020,Adega da Tia Matilde,Lisboa,award winner
2020,Akua by Chef Júlio Pereira,Funchal,award winner
2020,Alma,Lisboa,award winner
2020,Antiqvvm,Porto,award winner
2020,Atrevo,Porto,award winner
2020,Belcanto,Lisboa,award winner
2020,Bon Bon,Lagoa Algarve,award winner
2020,Bota D'Água,Viana Do Castelo,award winner
2020,CHECKin Faro by Leonel Pereira,Faro,award winner
2020,CaféZique,Loule,award winner
2020,Caneiro,Cabeceiras De Basto,award winner
2020,Cantarinha do Guadiana,Vila Real De Santo Antonio,award winner
2020,Casa Davolta,Cascais,award winner
2020,Casa de Chá da Boa Nova,Matosinhos,award winner
2020,Casa do Clube,Covilha,award winner
2020,Cimas,Cascais,award winner
2020,Convento de Belmonte Gourmet,Belmonte,award winner
2020,Cozinha da Sé,Braga,award winner
2020,Cozinha da Terra,Paredes,award winner
2020,Culina,Odivelas,award winner
2020,DAbeira Country & Lounge Restaurant,Covilha,award winner
2020,DeRaiz,Viseu,award winner
2020,EPUR,Lisboa,award winner
2020,Eneko Lisboa,Lisboa,award winner
2020,Euskalduna Studio,Porto,award winner
2020,Feitoria,Lisboa,award winner
2020,Ferrugem,Vila Nova De Famalicao,award winner
2020,Fialho,Evora,award winner
2020,Fifty Seconds,Lisboa,award winner
2020,Flor de Lis,Porto,award winner
2020,Fortaleza do Guincho,Cascais,award winner
2020,G Pousada Restaurante,Braganca,award winner
2020,Gigi's,Loule,award winner
2020,Honor,Almada,award winner
2020,Il Gallo D'Oro,Funchal,award winner
2020,JNcQUOI ASIA,Lisboa,award winner
2020,JNcQUOI Avenida,Lisboa,award winner
2020,LAB by Sergi Arola,Sintra,award winner
2020,LOCO,Lisboa,award winner
2020,Largo do Paço,Amarante,award winner
2020,Louro,Viana Do Castelo,award winner
2020,Líquen,Povoacao,award winner
2020,Marina by Luís Lavrador,Ilhavo,award winner
2020,Memória,Lisboa,award winner
2020,Mesa de Lemos,Viseu,award winner
2020,Noélia,Tavira,award winner
2020,Näperõn,Aljezur,award winner
2020,O Boteco,Lisboa,award winner
2020,O Gaveto,Matosinhos,award winner
2020,O Laranjeira,Viana Do Castelo,award winner
2020,O Manjar do Marquês,Pombal,award winner
2020,O Paparico,Porto,award winner
2020,O Victor,Povoa De Lanhoso,award winner
2020,O Zagaia,Sesimbra,award winner
2020,Ocean,Lagoa Algarve,award winner
2020,Oh! Vargas,Santarem,award winner
2020,Pabe,Lisboa,award winner
2020,Pedro Lemos,Porto,award winner
2020,Pequeno Mundo,Loule,award winner
2020,Prado,Lisboa,award winner
2020,Rei dos Leitões,Mealhada,award winner
2020,Sabores da Barrosinha,Alcacer Do Sal,award winner
2020,Sagardi,Porto,award winner
2020,Selllva,Lisboa,award winner
2020,Solar dos Presuntos,Lisboa,award winner
2020,São Gião,Guimaraes,award winner
2020,Taberna do Adro,Elvas,award winner
2020,Taberna do Calhau,Lisboa,award winner
2020,Terraço BAHR,Lisboa,award winner
2020,Terreiro Concept,Funchal,award winner
2020,The Yeatman,Vila Nova De Gaia,award winner
2020,Tia Alice,Ourem,award winner
2020,Toca da Raposa,Sao Joao Da Pesqueira,award winner
2020,Toca do Bacalhau,Aveiro,award winner
2020,Tombalobos,Portalegre,award winner
2020,Trattoria 179 - BH Concept,Porto,award winner
2020,Vallecula,Guarda,award winner
2020,Vila Joya,Albufeira,award winner
2020,Vista,Portimao,award winner
2020,Vistas Rui Silvestre,Vila Real De Santo Antonio,award winner
2020,Xisto,Penela,award winner
2020,Ó Balcão,Santarem,award winner
2021,100 Maneiras,Lisboa,award winner
2021,A Cozinha por António Loureiro,Guimaraes,award winner
2021,Alma,Lisboa,award winner
2021,Antiqvvm,Porto,award winner
2021,Belcanto,Lisboa,award winner
2021,Casa de Chá da Boa Nova,Matosinhos,award winner
2021,Cura,Lisboa,award winner
2021,Euskalduna Studio,Porto,award winner
2021,Ferrugem,Vila Nova De Famalicao,award winner
2021,Fifty Seconds,Lisboa,award winner
2021,Fortaleza do Guincho,Cascais,award winner
2021,G Pousada Restaurante,Braganca,award winner
2021,Il Gallo D'Oro,Funchal,award winner
2021,JNcQUOI Avenida,Lisboa,award winner
2021,LOCO,Lisboa,award winner
2021,Largo do Paço,Amarante,award winner
2021,Mesa de Lemos,Viseu,award winner
2021,Noélia,Tavira,award winner
2021,Ocean,Lagoa Algarve,award winner
2021,Pedro Lemos,Porto,award winner
2021,Pequeno Mundo,Loule,award winner
2021,Prado,Lisboa,award winner
2021,Rei dos Leitões,Mealhada,award winner
2021,The Yeatman,Vila Nova De Gaia,award winner
2021,Vista,Portimao,award winner
2021,Vistas Rui Silvestre,Vila Real De Santo Antonio,award winner
2022,100 Maneiras,Lisboa,award winner
2022,A Cozinha por António Loureiro,Guimaraes,award winner
2022,Alma,Lisboa,award winner
2022,Antiqvvm,Porto,award winner
2022,Belcanto,Lisboa,award winner
2022,Casa de Chá da Boa Nova,Matosinhos,award winner
2022,Cura,Lisboa,award winner
2022,Euskalduna Studio,Porto,award winner
2022,Feitoria,Lisboa,award winner
2022,Ferrugem,Vila Nova De Famalicao,award winner
2022,Fifty Seconds,Lisboa,award winner
2022,Fortaleza do Guincho,Cascais,award winner
2022,G Pousada Restaurante,Braganca,award winner
2022,Il Gallo D'Oro,Funchal,award winner
2022,JNcQUOI Avenida,Lisboa,award winner
2022,LOCO,Lisboa,award winner
2022,Largo do Paço,Amarante,award winner
2022,Mesa de Lemos,Viseu,award winner
2022,Noélia,Tavira,award winner
2022,Ocean,Lagoa Algarve,award winner
2022,Pedro Lemos,Porto,award winner
2022,Pequeno Mundo,Loule,award winner
2022,Prado,Lisboa,award winner
2022,Rei dos Leitões,Mealhada,award winner
2022,Restaurante da Herdade do Esporão,Reguengos De Monsaraz,award winner
2022,Solar dos Presuntos,Lisboa,award winner
2022,The Yeatman,Vila Nova De Gaia,award winner
2022,Vila Joya,Albufeira,award winner
2022,Vista,Portimao,award winner
2022,Vistas Rui Silvestre,Vila Real De Santo Antonio,award winner
2022,Ó Balcão,Santarem,award winner
2023,A Cozinha por António Loureiro,Guimaraes,award winner
2023,Al Sud,Lagos,award winner
2023,Alma,Lisboa,award winner
2023,Antiqvvm,Porto,award winner
2023,Belcanto,Lisboa,award winner
2023,Casa de Chá da Boa Nova,Matosinhos,award winner
2023,Euskalduna Studio,Porto,award winner
2023,Ferrugem,Vila Nova De Famalicao,award winner
2023,Fifty Seconds,Lisboa,award winner
2023,Fortaleza do Guincho,Cascais,award winner
2023,G Pousada Restaurante,Braganca,award winner
2023,Il Gallo D'Oro,Funchal,award winner
2023,JNcQUOI Avenida,Lisboa,award winner
2023,Kanazawa,Lisboa,award winner
2023,LAB by Sergi Arola,Sintra,award winner
2023,LOCO,Lisboa,award winner
2023,Le Monument,Porto,award winner
2023,Marisco na Praça,Cascais,award winner
2023,"Marlene,",Lisboa,award winner
2023,Mesa de Lemos,Viseu,award winner
2023,Noélia,Tavira,award winner
2023,Ocean,Lagoa Algarve,award winner
2023,Pedro Lemos,Porto,award winner
2023,Pequeno Mundo,Loule,award winner
2023,Prado,Lisboa,award winner
2023,Rei dos Leitões,Mealhada,award winner
2023,Restaurante da Herdade do Esporão,Reguengos De Monsaraz,award winner
2023,Solar dos Presuntos,Lisboa,award winner
2023,The Yeatman,Vila Nova De Gaia,award winner
2023,Vila Joya,Albufeira,award winner
2023,Vista,Portimao,award winner
2023,Vistas Rui Silvestre,Vila Real De Santo Antonio,award winner
2023,Ó Balcão,Santarem,award winner
2024,A Cozinha por António Loureiro,Guimaraes,award winner
2024,A Lúria,Tomar,award winner
2024,Al Sud,Lagos,award winner
2024,Alma,Lisboa,award winner
2024,Antiqvvm,Porto,award winner
2024,Belcanto,Lisboa,award winner
2024,Bomfim 1896 with Pedro Lemos,Alijo,award winner
2024,CHECKin Faro by Leonel Pereira,Faro,award winner
2024,Canalha,Lisboa,award winner
2024,Casa de Chá da Boa Nova,Matosinhos,award winner
2024,Casa de Souto Velho,Chaves,award winner
2024,Casinha Velha,Leiria,award winner
2024,Cozinha das Flores,Porto,award winner
2024,Cura,Lisboa,award winner
2024,DOC,Armamar,award winner
2024,Euskalduna Studio,Porto,award winner
2024,Fajã dos Padres,Camara De Lobos,award winner
2024,Fava Tonka,Matosinhos,award winner
2024,Ferrugem,Vila Nova De Famalicao,award winner
2024,Fortaleza do Guincho,Cascais,award winner
2024,G Pousada Restaurante,Braganca,award winner
2024,Il Gallo D'Oro,Funchal,award winner
2024,JNcQUOI Avenida,Lisboa,award winner
2024,Kanazawa,Lisboa,award winner
2024,LOCO,Lisboa,award winner
2024,Le Monument,Porto,award winner
2024,Loki,Portimao,award winner
2024,Marisco na Praça,Cascais,award winner
2024,"Marlene,",Lisboa,award winner
2024,Mesa de Lemos,Viseu,award winner
2024,Noélia,Tavira,award winner
2024,O Gaveto,Matosinhos,award winner
2024,Ocean,Lagoa Algarve,award winner
2024,Pedro Lemos,Porto,award winner
2024,Pequeno Mundo,Loule,award winner
2024,Raya,Alandroal,award winner
2024,Rei dos Leitões,Mealhada,award winner
2024,Restaurante da Herdade do Esporão,Reguengos De Monsaraz,award winner
2024,SEM,Lisboa,award winner
2024,Solar dos Presuntos,Lisboa,award winner
2024,The Yeatman,Vila Nova De Gaia,award winner
2024,Vila Joya,Albufeira,award winner
2024,Vista,Portimao,award winner
2024,Ó Balcão,Santarem,award winner
2025,A Carvalheira,Ponte De Lima,award winner
2025,A Cozinha por António Loureiro,Guimaraes,award winner
2025,Al Sud,Lagos,award winner
2025,Alameda Restaurante & Rooftop,Faro,award winner
